id,nome,categoria,tipo,distrito,endereco,status_site,url_site,nota_google,reviews_google,volume_reviews,produto_onira,grau_fit,racional_fit,pitch_comercial,whatsapp,google_maps_url,instagram_handle,instagram_cadencia,guia_url
146,"La Flora Padaria, Confeitaria e Eventos",Queijarias & Agroindústria,Rural / Interior,Ana Rech,"Travessão Cremona, 718, Ana Rech",🔴 Sem Site (100% Guia),,4.4,334,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554996931316,"https://www.google.com.br/maps/dir//Padaria+La+Flora+-+Barragem+do+Arroio+Faxinal+-+Seca,+Caxias+do+Sul+-+RS/@-29.0811155,-51.0719188,317m/data=!3m1!1e3!4m16!1m7!3m6!1s0x951e95ea63b78c77:0x96e3d0522d335f9d!2sPadaria+La+Flora!8m2!3d-29.0812904!4d-51.0711509!16s%2Fg%2F11rwqkks2b!4m7!1m0!1m5!1m1!1s0x951e95ea63b78c77:0x96e3d0522d335f9d!2m2!1d-51.0711557!2d-29.0812979",@laflorapadariaconfei,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/la-flora-padaria-confeitaria-e-eventos-3137
147,Mais Sabor - Massas e Biscoitos Artesanais,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,Não informado,🔴 Sem Site (100% Guia),,4.6,471,🔥 Alto (>300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999065086,"https://www.google.com.br/maps/dir//Massas+Mais+Sabor+-+S%C3%A3o+Valentim+da+sexta+l%C3%A9gua+-+Cruzeiro,+Caxias+do+Sul+-+RS,+95000-001/@-29.1893831,-51.1095548,150m/data=!3m1!1e3!4m8!4m7!1m0!1m5!1m1!1s0x951ebbbc43190623:0x6018d050b3354b78!2m2!1d-51.109712!2d-29.1891219",@maissabormassasebisc,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/mais-sabor-massas-e-biscoitos-artesanais-3119
148,Massas Santa Clara,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,"Comunidade São Marcos da Linha Feijó, 2617 - 1º Distrito área rural.",🔴 Sem Site (100% Guia),,4.7,64,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554999056295,https://www.google.com/maps/search/?api=1&query=Massas+Santa+Clara+Caxias+do+Sul,@massassantaclara,⚡ Média (Stories periódicos / Link bio),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/massas-santa-clara-2983
149,Produtos Coloniais Sheila,Queijarias & Agroindústria,Rural / Interior,Galópolis,"São João da 4ª Légua, Galópolis",🔴 Sem Site (100% Guia),,4.9,76,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,+5554997044996,https://www.google.com/maps/search/?api=1&query=Produtos+Coloniais+Sheila+Caxias+do+Sul,@produtoscoloniaisshe,💤 Baixa / Esporádica (Apenas institucional),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/produtos-coloniais-sheila-3013
150,Queijaria Bolson & Camêlo,Queijarias & Agroindústria,Rural / Interior,Distritos / Interior,Não informado,⚠️ Site Fora do Ar (404/SSL),https://queijaria-bolson-e-camelo.negocio.site/,4.8,70,⚡ Médio (50-300),Onira Pro (Catálogo B2B / Atacado),🔴 Fit Crítico,Venda direta e distribuição de produtos coloniais em atacado para empórios e restaurantes; necessita de catálogo digital B2B com tabela PJ.,Substituir pedidos manuais no WhatsApp por catálogo corporativo com faturamento PJ e tabela de atacado.,Não informado,https://www.google.com/maps/place/29%C2%B011,@queijariabolsoncamlo,🔥 Alta (Feed semanal + Stories diários),https://www.guiadecaxiasdosul.com/empresa/agroindustrias-e-queijarias/queijaria-bolson-camelo-2739
151,Alligator Steakhouse & Craft Beers,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.6,811,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Alligator+Steakhouse+&+Craft+Beers+Caxias+do+Sul,@alligatorsteakhousec,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/alligator-steakhouse-craft-beers-1367
152,BaitaKão,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.baitakao.com.br/,4.9,1276,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=BaitaKão+Caxias+do+Sul,@baitako,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/baitakao-63
153,Becco Pizza Bar,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.3,703,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Becco+Pizza+Bar+Caxias+do+Sul,@beccopizzabar,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/becco-pizza-bar-1696
154,Bella Ravenna Pizzeria,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://bellaravenna.com/,4.3,728,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Bella+Ravenna+Pizzeria+Caxias+do+Sul,@bellaravennapizzeria,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/bella-ravenna-pizzeria-1069
155,Di Paolo Grill Lourdes,Gastronomia Urbana / Noite,Urbano,Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://dipaolo.com.br/restaurantes/,4.6,617,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Di+Paolo+Grill+Lourdes+Caxias+do+Sul,@dipaologrilllourdes,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/di-paolo-grill-lourdes-1935
156,Expresso Di Paolo,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.expressodipaolo.com.br/site/,4.7,1645,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Expresso+Di+Paolo+Caxias+do+Sul,@expressodipaolo,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/expresso-di-paolo-228
157,Famiglia Gelain,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),www.famigliagelain.com.br,4.5,443,🔥 Alto (>300),Onira Vouchers (Degustação & Split Pix),🟡 Fit Alto,Enoturismo rural dependente de reservas antecipadas; alto valor agregado por pessoa (R$ 80 a R$ 180) com split automático de 10% no Guia.,"Vender vouchers de degustação harmonizada antecipada pelo Guia e canal próprio, eliminando no-show.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Famiglia+Gelain+Caxias+do+Sul,@famigliagelain,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/famiglia-gelain-231
158,Fit Life Cozinha Sem Glúten,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,329,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Fit+Life+Cozinha+Sem+Glúten+Caxias+do+Sul,@fitlifecozinhasemglt,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/fit-life-cozinha-sem-gluten-3056
159,Imperador Churrascaria,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),http://www.churrascariaimperador.com.br/,4.6,441,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Imperador+Churrascaria+Caxias+do+Sul,@imperadorchurrascari,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/imperador-churrascaria-241
160,La Fabbrica Juventus,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.lafabbricajuventus.com.br/home/,4.3,525,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=La+Fabbrica+Juventus+Caxias+do+Sul,@lafabbricajuventus,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/la-fabbrica-juventus-1745
161,Le Coq Bistrô,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.3,780,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Le+Coq+Bistrô+Caxias+do+Sul,@lecoqbistr,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/le-coq-bistro-300
162,Q Restaurante,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.4,443,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Q+Restaurante+Caxias+do+Sul,@qrestaurante,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/q-restaurante-1511
163,Quinta São Luiz,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,194,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Quinta+São+Luiz+Caxias+do+Sul,@quintasoluiz,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/quinta-sao-luiz-3187
164,Radisi Bar,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.2,756,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Radisi+Bar+Caxias+do+Sul,@radisibar,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/radisi-bar-3109
165,Rocca Gardenbar,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,222,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Rocca+Gardenbar+Caxias+do+Sul,@roccagardenbar,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/rocca-gardenbar-3052
166,Sebastiana Bar e Restaurante,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.6,886,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Sebastiana+Bar+e+Restaurante+Caxias+do+Sul,@sebastianabarerestau,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/sebastiana-bar-e-restaurante-1884
167,Selezione Shop,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.selezioneshop.com.br/,4.5,255,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Selezione+Shop+Caxias+do+Sul,@selezioneshop,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/selezione-shop-384
168,Soulshi Lourdes,Gastronomia Urbana / Noite,Urbano,Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,190,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Soulshi+Lourdes+Caxias+do+Sul,@soulshilourdes,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/soulshi-lourdes-1686
169,Urca Sorvetes,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.sorvetesurca.com.br/,4.7,498,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=Urca+Sorvetes+Caxias+do+Sul,@urcasorvetes,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/urca-sorvetes-1394
170,Viela 18 Gastrobar,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.4,568,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Viela+18+Gastrobar+Caxias+do+Sul,@viela18gastrobar,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/viela-18-gastrobar-3067
171,Ioshi Sushi,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.7,840,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Ioshi+Sushi+Caxias+do+Sul,@ioshisushi,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/ioshi-sushi-1920
172,A La Beef,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.4,789,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",Não informado,https://www.google.com/maps/search/?api=1&query=A+La+Beef+Caxias+do+Sul,@alabeef,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/a-la-beef-3368
173,A Réplica 15,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.5,803,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=A+Réplica+15+Caxias+do+Sul,@arplica15,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/a-replica-15-3385
174,Alameda Pizzeria,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),http://www.alamedapizzeria.com.br/caxias-do-sul/,4.7,426,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Alameda+Pizzeria+Caxias+do+Sul,@alamedapizzeria,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/alameda-pizzeria-1042
175,Alto Ádige - Uff Bier,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.8,226,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Alto+Ádige+-+Uff+Bier+Caxias+do+Sul,@altodigeuffbier,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/alto-adige-uff-bier-1967
176,Arcanjo Restaurante,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://arcanjorestaurante.com.br/,4.8,257,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Arcanjo+Restaurante+Caxias+do+Sul,@arcanjorestaurante,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/arcanjo-restaurante-1373
177,Artigianale Pizzeria,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.4,229,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Artigianale+Pizzeria+Caxias+do+Sul,@artigianalepizzeria,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/artigianale-pizzeria-29
178,Bar do Luizinho,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.bardoluizinho.com.br/,4.6,279,⚡ Médio (50-300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Bar+do+Luizinho+Caxias+do+Sul,@bardoluizinho,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/bar-do-luizinho-929
179,Bendita Hamburgueria,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🔴 Sem Site (100% Guia),,4.4,739,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🔴 Fit Crítico,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Bendita+Hamburgueria+Caxias+do+Sul,@benditahamburgueria,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/bendita-hamburgueria-1929
180,Bistrô Brunetta,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.bistrobrunetta.com.br/,4.3,471,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Bistrô+Brunetta+Caxias+do+Sul,@bistrbrunetta,🔥 Alta (Feed + Stories diários),https://www.guiadecaxiasdosul.com/empresa/onde-comer/bistro-brunetta-1928
181,Buffet Aristocrata,Gastronomia Urbana / Noite,Urbano,Urbano / Centro / Lourdes,Área Urbana - Caxias do Sul,🟢 Site Ativo (200),https://www.buffetaristocrata.com.br/,4.3,769,🔥 Alto (>300),Onira.fly (Canal Próprio & Cardápio Digital),🟡 Fit Alto,"Gastronomia dependente de fluxo de fim de semana ou delivery; alto impacto com cardápio visual ultra-rápido, rota Maps e pedido direto no WhatsApp.","Implantar canal próprio com cardápio interativo e checkout Pix, tornando o negócio 100% indexável na busca do Google e IA.",+5554999990000,https://www.google.com/maps/search/?api=1&query=Buffet+Aristocrata+Caxias+do+Sul,@buffetaristocrata,⚡ Média (Stories + Cardápio no Link),https://www.guiadecaxiasdosul.com/empresa/onde-comer/buffet-aristocrata-1087
